name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
失业了，我获得了亿万游戏财产！,08-08-2024,41154,13.0,442047.0,5.4,,Indie,Bolingogames,Bolingogames,2875140
Guardians of Eden-Embrace of the Forest,07-03-2024,47876,11.0,440759.0,3.4,93.0,Indie,"Mango Party,Mango Party News",Black Cat Entertainment,2672430
STAR WARS™: Bounty Hunter™,31-07-2024,25198,20.0,440677.0,4.7,90.0,Indie,Aspyr,Aspyr,2419090
Trans-Siberian Railway Simulator,30-05-2024,26748,20.0,439367.0,7.5,92.0,AA,PlayWay S.A.,Pentacle,998400
Inkulinati,22-02-2024,32914,25.0,438381.0,10.3,89.0,AA,Daedalic Entertainment,Yaza Games,957960
Meta-Ghost: The Breaking Show,24-04-2024,29511,18.0,438131.0,27.9,74.0,Indie,"Flawless Gaming,Erabit",Scarecrow Studio,2507980
迷宮校舎 | School Labyrinth,21-02-2024,72520,7.0,433805.0,6.6,83.0,Indie,RainyDollGames,RainyDollGames,2423300
Flintlock: The Siege of Dawn,17-07-2024,13360,40.0,428492.0,8.5,78.0,Indie,Kepler Interactive,A44 Games,1832040
Touhou Hero of Ice Fairy,03-04-2024,113539,7.0,426279.0,7.5,98.0,Indie,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,1955830
River Town Factory,06-02-2024,49851,15.0,422423.0,23.0,91.0,Indie,"iFAction Studio,BD Games",iFAction Studio,2281410
Enishia and the Binding Brand,10-05-2024,36535,15.0,420150.0,8.3,89.0,Indie,Kagura Games,Shimobashira Workshop,2582650
The Witch of Fern Island,27-02-2024,24841,25.0,419597.0,42.2,80.0,Indie,indie.io,Enjoy Studio S.A.,1550010
Aquarist,29-03-2024,49828,16.0,418284.0,5.8,85.0,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1430760
TRIBES 3: Rivals,12-03-2024,25090,20.0,409596.0,23.3,73.0,Indie,Prophecy Games,Prophecy Games,2687970
Children of the Sun,09-04-2024,29898,15.0,405492.0,2.7,94.0,AA,Devolver Digital,René Rother,1309950
Mahjong Soul,23-07-2024,50514,0.0,404777.0,13.1,92.0,Indie,YOSTAR HONG KONG LIMITED,Catfood Studio,2739990
Bulwark Evolution: Falconeer Chronicles,26-03-2024,25933,20.0,404450.0,11.6,81.0,Indie,Wired Productions,Tomas Sala,290100
Contra: Operation Galuga,12-03-2024,12497,40.0,398126.0,8.4,87.0,AA,KONAMI,WayForward,2235020
IN HEAT: Lustful Nights,21-06-2024,32781,15.0,397065.0,6.5,92.0,Indie,Critical Bliss,MonsterBox,1962890
Harold Halibut,16-04-2024,14341,35.0,394548.0,6.8,82.0,Indie,Slow Bros.,Slow Bros.,924750
All Quiet in the Trenches,17-01-2024,16987,25.0,389794.0,5.1,91.0,Indie,Totally Not Aliens,Totally Not Aliens,863500
Sex of Thrones 👑,25-05-2024,41711,15.0,388950.0,2.5,77.0,Indie,Taboo Tales 💘,Taboo Tales 💘,2480200
Ancient Warfare 3,26-01-2024,51499,13.0,387300.0,30.3,95.0,Indie,Jannik Nickel,Jannik Nickel,758990
Mech Engineer,21-05-2024,33261,15.0,386128.0,14.7,76.0,Indie,MicroProse Software,KiberKreker,1428520
Knightly Passions,26-04-2024,38551,12.0,384939.0,8.0,92.0,Indie,FEYADA,FEYADA,1554260
LoveCraft,09-04-2024,17668,0.0,382551.0,61.8,79.0,Indie,WEALTHBIRD,WEALTHBIRD,2692440
SunnySide,14-06-2024,16881,30.0,381290.0,27.8,71.0,Indie,"Merge Games,Maximum Entertainment",RainyGames,1746930
Beltmatic,29-03-2024,62742,7.0,381263.0,11.2,93.0,Indie,Notional Games,Notional Games,2674590
Dicefolk,27-02-2024,31466,15.0,380842.0,13.2,90.0,AA,Good Shepherd Entertainment,"LEAP Game Studios,Tiny Ghoul",1996430
Snezhinka:Sentinel Girls2,26-08-2024,57593,8.0,378779.0,4.9,97.0,Indie,hinyari9,hinyari9,2608350
Garten of Banban 7,10-05-2024,42078,10.0,378109.0,4.0,83.0,Indie,Euphoric Brothers,Euphoric Brothers,2693060
Anomaly Agent,24-01-2024,57981,12.0,375083.0,10.0,97.0,Indie,"Phew Phew Games,GameDev.ist",Phew Phew Games,2378620
Withering Rooms,05-04-2024,17777,25.0,373115.0,18.0,98.0,Indie,Perp Games,Moonless Formless,2006140
Clothing Store Simulator,17-06-2024,36906,13.0,372353.0,17.5,94.0,Indie,Kiki Games,Kiki Games,2923390
Sketchy's Contract,09-04-2024,51018,9.0,367697.0,10.3,83.0,Indie,Dimensionless Games,Dimensionless Games,2823080
Dealer Simulator,29-01-2024,29327,14.0,366870.0,10.8,68.0,Indie,Quadfix Games,Quadfix Games,2625620
First Cut: Samurai Duel,17-01-2024,46699,9.0,366211.0,4.9,88.0,Indie,Night Eyes Interactive,Night Eyes Interactive,2193490
Godsworn,28-03-2024,14834,30.0,365999.0,7.3,93.0,Indie,Thunderoak Interactive,Thunderoak Interactive,1328990
Dungeons of Hinterberg,18-07-2024,15320,30.0,365533.0,10.2,94.0,AA,Curve Games,Microbird Games,1983260
Seablip,17-05-2024,28789,15.0,361489.0,6.6,,Indie,Vibedy,Jardar Solli,1471270
Tomorrow's Love Puzzle,25-01-2024,40360,10.0,357315.0,4.0,72.0,Indie,"柚元(上海)文化传媒有限公司,优酷视频",柚元(上海)文化传媒有限公司,2726890
Grim Clicker,30-01-2024,274957,0.0,355113.9777668873,122.8,80.0,Indie,"EvilCharm Games,Aleksandr Golovkin",EvilCharm Games,1160750
Republic of Pirates,19-06-2024,16799,25.0,353044.0,10.6,78.0,Indie,PQube,Crazy Goat Games,2103470
NUKITASHI 2,15-02-2024,22206,25.0,348104.0,16.6,,Indie,Shiravune,Qruppo,2614070
Internet Cafe & Supermarket Simulator 2024,16-05-2024,27902,15.0,347352.0,15.4,87.0,Indie,SmartPlayGames,SmartPlayGames,2738380
Intravenous 2,15-08-2024,21187,20.0,346213.0,8.8,96.0,Indie,HypeTrain Digital,Explosive Squat Games,2608270
Realms Of Bondage,11-04-2024,26401,15.0,346056.0,5.6,97.0,Indie,Pink Tea,Pink Tea,2353700
Endzone 2,26-08-2024,16983,25.0,343752.0,5.9,77.0,Indie,Assemble Entertainment,Gentlymad Studios,2144640
The Magical Mixture Mill,27-03-2024,25696,20.0,343656.0,14.5,85.0,Indie,HOOK,Glowlight,1883800
Beyond Good & Evil - 20th Anniversary Edition,24-06-2024,23369,20.0,343615.0,6.2,79.0,AAA,Ubisoft,Ubisoft,2556990
Concord™,23-08-2024,9512,40.0,342346.0,5.5,71.0,AAA,PlayStation Publishing LLC,Firewalk Studios,2443720
X-Angels,21-06-2024,36871,11.0,341716.0,3.8,93.0,Indie,"Mango Party,Barance Studio,Mango Party News",Barance Studio,2090810
Lovey-Dovey Lockdown,13-03-2024,40648,10.0,341695.0,1.7,,Indie,"Mango Party,LewdLoco,Mango Party News","樹懶叫工作室,Sloth Gamer,Maker製造機",2329630
Swarm Grinder,22-04-2024,61398,8.0,341153.0,5.6,82.0,Indie,"Last Bite Games,Gamersky Games",Last Bite Games,1375900
No Plan B,03-04-2024,28877,15.0,340655.0,13.0,91.0,Indie,GFX47,GFX47,1269020
Felvidek,29-03-2024,34405,11.0,340299.0,3.4,99.0,Indie,Tutto Passa,"Jozef Pavelka,Vlado Ganaj",2299900
Necrosmith 2,27-03-2024,56045,8.0,339556.0,10.1,,Indie,Alawar,Alawar,2277320
Master Bladesmith,30-06-2024,14297,30.0,339360.0,10.7,75.0,Indie,Elixir Games,Elixir Games,1194830
Furnish Master,19-02-2024,26791,15.0,335843.0,3.6,78.0,Indie,Alex Blintsov,Alex Blintsov,2004080
Crown Wars: The Black Prince,23-05-2024,9548,40.0,334624.0,18.4,58.0,AA,Nacon,Artefacts Studio,1658920
1000xRESIST,09-05-2024,19741,20.0,334157.0,6.7,97.0,Indie,Fellow Traveller,sunset visitor 斜陽過客,1675830
GRAVEN,23-01-2024,17974,25.0,333332.0,6.5,62.0,Indie,"3D Realms,Fulqrum Publishing",Slipgate Ironworks™,1371690
Odd Realm,16-08-2024,36336,20.0,332069.0,19.8,90.0,Indie,Unknown Origin Games Inc,Unknown Origin Games Inc,688060
9 Days,08-03-2024,24560,15.0,331338.0,10.9,62.0,Indie,MVR,MVR,2075720
Little-Known Galaxy,20-05-2024,19170,20.0,331297.0,23.3,95.0,Indie,Carbon & Kay,Carbon & Kay,2521600
Ultros,13-02-2024,18046,25.0,329960.0,9.5,84.0,Indie,Kepler Interactive,Hadoque,2386310
Goblin Stone,12-03-2024,16012,25.0,329360.0,23.6,55.0,Indie,Orc Chop Games,Orc Chop Games,1521970
The Rogue Prince of Persia,27-05-2024,20166,20.0,328937.0,4.0,85.0,AAA,Ubisoft,Evil Empire,2717880
Headquarters: World War II,11-04-2024,10073,40.0,328150.0,17.0,78.0,AA,Slitherine Ltd.,Starni Games,1840800
Immortal Family,11-07-2024,37184,14.0,327846.0,20.3,56.0,Indie,方块游戏(CubeGame),一起来修仙工作室,2013240
Sinister Night 2,03-04-2024,37602,10.0,327297.0,60.0,82.0,Indie,Bug Inventors,Bug Inventors,2761670
Alex Jones: NWO Wars,03-01-2024,20806,17.76,323316.0,1.4,94.0,Indie,NWO Wars Team,NWO Wars Team,2487350
Pathless Woods,02-04-2024,24230,20.0,318984.0,31.7,77.0,Indie,AniYa Games Studio,AniYa Games Studio,1726130
Bō: Path of the Teal Lotus,17-07-2024,17722,20.0,318836.0,8.1,81.0,AA,Humble Games,"Squid Shock Studios,Christopher Stair,Trevor Youngquist",1614440
Sons of Valhalla,05-04-2024,19088,20.0,316497.0,4.6,65.0,AA,Hooded Horse,Pixel Chest,1409830
Banana,23-04-2024,30739148,0.0,312915.8051949718,26.1,85.0,Indie,Sky,"Sky,AestheticSpartan,O'Brian",2923300
Reign of Guilds,04-04-2024,9654,40.0,312155.0,49.4,70.0,Indie,Atlant Games ltd,Atlant Games ltd,716350
Gestalt: Steam & Cinder,16-07-2024,18409,20.0,311648.0,5.9,82.0,Indie,Fireshine Games,Metamorphosis Games,1231990
Sacred X：Heavens Wonderland,09-05-2024,33358,0.0,311127.0,15.2,77.0,Indie,Sacred X：Heavens Wonderland,Sacred X：Heavens Wonderland,2857890
Songs of Silence,04-06-2024,9658,40.0,310683.0,8.5,,Indie,"Chimera Entertainment,H2 Interactive (Korea and Japan)",Chimera Entertainment,2195410
CONSCRIPT,23-07-2024,17794,20.0,309785.0,8.9,95.0,AA,Team17,"Jordan Mochi,Catchweight Studio",1286990
Tavern Talk,20-06-2024,20589,18.0,309239.0,8.8,92.0,Indie,Gentle Troll Entertainment,Gentle Troll Entertainment,2076140
Survisland / 实境求生,14-04-2024,46318,15.0,309178.0,8.7,65.0,Indie,Easy Joy Ltd.,Super Trampers Studio,839630
Northend Tower Defense,04-09-2024,64646,8.0,308936.0,4.7,82.0,Indie,"Northend Games,Gamersky Games",Northend Games,1669170
Galacticare,23-05-2024,12476,30.0,308759.0,13.7,91.0,Indie,CULT Games,Brightrock Games,494730
Master Detective Archives: RAIN CODE Plus,17-07-2024,5701,60.0,307802.0,14.8,79.0,AA,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",2903950
Shadow Corridor 2 雨ノ四葩,29-03-2024,20555,19.0,307662.0,33.5,87.0,Indie,Space Onigiri Game LLC,Space Onigiri Game LLC,2310700
Minds Beneath Us,31-07-2024,18389,20.0,306334.0,9.0,,Indie,BearBoneStudio,BearBoneStudio,1610440
Seven Lovers In The House,26-03-2024,43904,10.0,305905.0,5.3,82.0,Indie,Concrete Interactive顽石发行,Tofu Studio,2774830
"Braid, Anniversary Edition",14-05-2024,28250,20.0,302053.0,5.5,95.0,Indie,"Thekla, Inc.","Thekla, Inc.",499180
Isles of Sea and Sky,22-05-2024,18161,20.0,301453.0,10.8,92.0,Indie,"Cicada Games,Gamera Games",Cicada Games,1233070
Bingle Bingle,18-03-2024,30163,11.0,301311.0,3.4,87.0,Indie,Knitting Games,Knitting Games,2789810
Wings of Seduction: Bust 'em out!,19-07-2024,29429,13.0,299544.0,8.8,96.0,Indie,"Hide Games,Ramen Cat Studio",Ramen Cat Studio,2455140
Vigor,16-05-2024,16585,20.0,298380.0,17.1,54.0,AA,Bohemia Interactive,Bohemia Interactive,2818260
反转21克,01-02-2024,46368,9.0,294934.0,11.7,76.0,Indie,想象颗粒,想象颗粒,2685620
Tales of Kenzera™: ZAU,23-04-2024,17529,20.0,292022.0,5.8,82.0,AAA,Electronic Arts,Surgent Studios,2316580
hololive Treasure Mountain,31-07-2024,36003,9.0,291300.0,8.6,97.0,Indie,holo Indie,BeXide Inc.,2972990
The Saboteur™,07-03-2024,53376,10.0,290153.0,12.8,92.0,AAA,Electronic Arts,Pandemic Studios,24880
New Star GP,07-03-2024,16009,30.0,286736.0,8.9,,Indie,Five Aces Publishing Ltd.,New Star Games Ltd.,2217580
Kill It With Fire 2,16-04-2024,22552,15.0,286580.0,6.0,95.0,AA,tinyBuild,Casey Donnellan Games LLC,2357000
Factory Town Idle,08-01-2024,74350,5.0,284695.0,39.9,91.0,Indie,Erik Asmussen,Erik Asmussen,2207490
Our Adventurer Guild,12-04-2024,23699,15.0,284501.0,39.5,100.0,Indie,GreenGuy,GreenGuy,2026000
Fantasy Map Simulator,04-09-2024,43880,8.0,283947.0,2.4,,Indie,The Stranger,The Stranger,3035500
Vaygren - Lustful Temptation,15-05-2024,41551,8.0,283824.0,1.3,94.0,Indie,Critical Bliss,Cyberframe Studios,1771700
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,07-08-2024,6298,50.0,283353.0,8.6,50.0,AA,Bandai Namco Entertainment Inc.,"ZOC Co.,Ltd.",2197680
LoveXLust,06-09-2024,10749,35.0,280098.0,1.9,72.0,Indie,CTM,CTM,2647060
My Recycling Center,01-02-2024,20320,15.0,279126.0,16.8,,Indie,Darius Bode,Darius Bode,2613060
City Transport Simulator: Tram,20-06-2024,10531,30.0,278620.0,7.8,65.0,Indie,Dovetail Games,ViewApp,2604480
Motel Manager Simulator,26-08-2024,18451,18.0,277766.0,12.0,90.0,Indie,Denzone Games,Denzone Games,2594540
The Secret Atelier,26-02-2024,19943,17.0,276924.0,1.7,86.0,Indie,Denpasoft,KENZsoft,2799690
Coffee Caravan,20-05-2024,29571,12.0,276349.0,4.9,92.0,Indie,Broccoli Games,Broccoli Games,2649080
Touhou Genso Wanderer -FORESIGHT-,14-05-2024,9637,35.0,275769.0,15.7,,Indie,Phoenixx Inc.,"AQUASTYLE,ankaa studio",1847150
Revival: Recolonization,11-04-2024,11698,30.0,274280.0,7.0,84.0,Indie,HeroCraft PC,HeroCraft PC,1306770
Shut Up and Dance: Special Edition,30-05-2024,17701,18.0,273599.0,4.9,90.0,Indie,Boring Games,Boring Games,2218930
Rise of Gun,25-03-2024,32764,11.0,272968.0,4.9,85.0,Indie,PimpGameStudio,PimpGameStudio,2319640
Anomaly Collapse,11-04-2024,16403,20.0,272494.0,14.3,84.0,Indie,RocketPunch Games,RocketPunch Games,2082410
My Island,01-05-2024,42250,15.0,271974.0,6.5,68.0,Indie,SnowBaby Games,SnowBaby Games,1004270
Love challenge,15-01-2024,25372,13.0,267903.0,1.8,81.0,Indie,"Playmeow,CS Game","雪山雞白郎,SnowGBL",2334130
Synergy,21-05-2024,13623,25.0,267742.0,9.3,86.0,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Leikir Studio,1989070
Sixty Four,04-03-2024,50062,6.0,267621.0,18.3,,Indie,Playsaurus,Oleg Danilov,2659900
METAL SLUG ATTACK RELOADED,18-06-2024,29455,10.0,264829.0,24.3,73.0,Indie,SNK CORPORATION,SNK CORPORATION,2322440
Dice Kingdoms,05-04-2024,20598,15.0,264059.0,13.0,89.0,Indie,Fivemid Studio,Fivemid Studio,1501690
Black Myth: Wukong,19-08-2024,15517278,60.0,837793356.0,20.1,96.0,AAA,Game Science,Game Science,2358720
HELLDIVERS™ 2,08-02-2024,11905198,40.0,435635596.0,39.2,71.0,AAA,PlayStation Publishing LLC,Arrowhead Game Studios,553850
Palworld,18-01-2024,16704850,30.0,392328553.0,41.8,94.0,AA,Pocketpair,Pocketpair,1623730
Sons Of The Forest,22-02-2024,8693478,30.0,217017892.0,17.3,86.0,AA,Newnight,Endnight Games Ltd,1326470
Dragon's Dogma 2,21-03-2024,1785028,70.0,111478291.0,31.7,,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2054970
The First Descendant,30-06-2024,4043850,0.0,102244808.0,49.9,55.0,AA,NEXON,"NEXON Games Co., Ltd.",2074920
Last Epoch,21-02-2024,3300623,35.0,97723674.0,52.0,86.0,AA,Eleventh Hour Games,Eleventh Hour Games,899770
7 Days to Die,25-07-2024,9877443,45.0,89781931.0,85.9,89.0,AA,The Fun Pimps Entertainment LLC,The Fun Pimps,251570
V Rising,08-05-2024,4784609,35.0,83614738.0,32.7,,AA,Stunlock Studios,Stunlock Studios,1604030
Manor Lords,26-04-2024,2294915,40.0,63098408.0,16.7,88.0,AA,Hooded Horse,Slavic Magic,1363080
Enshrouded,24-01-2024,2338262,30.0,57595515.0,37.8,87.0,AA,Keen Games GmbH,Keen Games GmbH,1203620
Ghost of Tsushima DIRECTOR'S CUT,16-05-2024,925123,60.0,49948315.0,26.2,92.0,AAA,PlayStation Publishing LLC,"Sucker Punch Productions,Nixxes Software",2215430
Granblue Fantasy: Relink,31-01-2024,1057697,60.0,49035237.0,53.9,90.0,AA,"Cygames, Inc.","Cygames, Inc.",881020
TEKKEN 8,25-01-2024,734722,70.0,45285110.0,60.8,71.0,AAA,Bandai Namco Entertainment,Bandai Namco Studios Inc.,1778820
Hades II,06-05-2024,1582696,30.0,42718547.0,22.8,,AA,Supergiant Games,Supergiant Games,1145350
Persona 3 Reload,01-02-2024,612576,70.0,34601865.0,35.4,95.0,AA,SEGA,ATLUS,2161700
Once Human,09-07-2024,5709407,0.0,34530561.0,42.3,72.0,Indie,Starry Studio,Starry Studio,2139460
Gray Zone Warfare,30-04-2024,1032731,35.0,34030740.0,31.9,67.0,Indie,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",2479810
Blade and Sorcery,17-06-2024,1606175,30.0,31266686.0,19.7,97.0,Indie,WarpFrog,WarpFrog,629730
The Outlast Trials,05-03-2024,1230011,40.0,30878209.0,24.4,94.0,AA,Red Barrels,Red Barrels,1304930
Supermarket Simulator,20-02-2024,2514219,13.0,26020639.0,18.6,94.0,Indie,Nokta Games,Nokta Games,2670630
Horizon Forbidden West™ Complete Edition,21-03-2024,422985,60.0,22958942.0,47.2,91.0,AAA,PlayStation Publishing LLC,"Guerrilla,Nixxes Software",2420110
The Planet Crafter,10-04-2024,1381487,24.0,21286732.0,28.2,97.0,Indie,Miju Games,Miju Games,1284190
Like a Dragon: Infinite Wealth,25-01-2024,369330,70.0,21265220.0,38.9,91.0,AA,SEGA,Ryu Ga Gotoku Studio,2072450
Balatro,20-02-2024,1602797,15.0,20479210.0,32.7,97.0,Indie,Playstack,LocalThunk,2379780
Core Keeper,27-08-2024,2023964,20.0,20361907.0,34.1,92.0,Indie,Fireshine Games,Pugstorm,1621690
Bodycam,07-06-2024,632326,33.32,17732078.0,8.0,74.0,Indie,Reissad Studio,Reissad Studio,2406770
Chained Together,19-06-2024,3946801,5.0,17039291.0,4.3,89.0,Indie,Anegar Games,Anegar Games,2567870
No Rest for the Wicked,18-04-2024,517447,40.0,15949990.0,18.8,,AA,Private Division,Moon Studios GmbH,1371980
Firestone: Online Idle RPG,01-04-2024,335093,0.0,15689364.148647271,296.3,79.0,Indie,Holyday Studios,Holyday Studios,1013320
WARNO,23-05-2024,449407,40.0,14143225.0,28.3,82.0,Indie,Eugen Systems,Eugen Systems,1611600
F1® 24,31-05-2024,188513,70.0,10996510.0,25.2,63.0,AAA,Electronic Arts,Codemasters,2488620
NBA 2K25,03-09-2024,171817,70.0,10822924.0,9.6,47.0,AAA,2K,Visual Concepts,2878980
Summoners War,07-01-2024,540801,0.0,10787342.0,112.9,,Indie,Com2uS,Com2uS,2426960
Nightingale,20-02-2024,415122,30.0,10758811.0,26.8,64.0,Indie,Inflexion Games,Inflexion Games,1928980
Dead Island 2,22-04-2024,349091,60.0,10669532.0,13.9,73.0,AA,Deep Silver,Dambuster Studios,934700
Deep Rock Galactic: Survivor,14-02-2024,1369698,10.0,10517722.0,21.3,86.0,Indie,Ghost Ship Publishing,Funday Games,2321470
Abiotic Factor,02-05-2024,520841,25.0,10501115.0,18.5,96.0,Indie,Playstack,Deep Field Games,427410
Smalland: Survive the Wilds,15-02-2024,469162,35.0,10468105.0,10.9,86.0,Indie,"Merge Games,Maximum Entertainment",Merge Games,768200
Lust Goddess,21-02-2024,456707,0.0,9695496.0,33.5,48.0,Indie,BRAWEA LTD,BRAWEA LTD,2808930
Suicide Squad: Kill the Justice League,02-02-2024,174510,70.0,9602451.0,15.9,72.0,AAA,Warner Bros. Games,Rocksteady Studios,315210
Pacific Drive,21-02-2024,401030,30.0,9517954.0,18.2,,Indie,Kepler Interactive,Ironwood Studios,1458140
Content Warning,01-04-2024,1448054,8.0,9426045.0,8.9,95.0,AA,Landfall,"thePetHen,Skog,Zorro,Wilnyl,Philip",2881650
Workers & Resources: Soviet Republic,20-06-2024,456555,40.0,9363299.0,91.5,93.0,AA,Hooded Horse,3Division,784150
UBOAT,02-08-2024,600124,30.0,9013215.0,31.1,82.0,AA,PlayWay S.A.,Deep Water Studio,494840
Infection Free Zone,11-04-2024,452146,25.0,8739530.0,14.5,73.0,Indie,Games Operators,Jutsu Games,1465460
Dark and Darker,07-06-2024,2640903,0.0,8706135.0,32.0,74.0,Indie,IRONMACE,IRONMACE,2016590
Songs of Conquest,20-05-2024,501474,35.0,8641459.0,11.9,88.0,AA,Coffee Stain Publishing,Lavapotion,867210
GUNDAM BREAKER 4,28-08-2024,156339,60.0,8440898.0,14.7,81.0,AA,Bandai Namco Entertainment Inc.,"CRAFTS ＆ MEISTER Co., Ltd",1672500
Peglin,27-08-2024,544144,20.0,8125042.0,30.2,82.0,Indie,"Red Nexus Games Inc.,IndieArk",Red Nexus Games Inc.,1296610
